resume_hash,job_hash,hand_firm,hand_app
0f0cfb3d3df47795644b9a6e4d817e126eedbaf86c57c3f335188552f5d88305,2ffcfe5a1d12e33a4cdb391a28593f59e8bb8a1d21005ec51266a43c2ad1bde5,5.0,5.0
0413f9892f242cddf304f67974b9ee39736f00e0ecaeeeb2e932fc77c2ad0c49,2ffcfe5a1d12e33a4cdb391a28593f59e8bb8a1d21005ec51266a43c2ad1bde5,6.0,6.0
6a0f5960543a3ef9b4c48bad11b026f7a607514023b7bf9f7377f96e5b40a279,2ffcfe5a1d12e33a4cdb391a28593f59e8bb8a1d21005ec51266a43c2ad1bde5,4.0,4.0
8f860ced0f7613a2aca4e5f3a449adee74475dc9066e6273f9138b94968c9f06,2ffcfe5a1d12e33a4cdb391a28593f59e8bb8a1d21005ec51266a43c2ad1bde5,5.0,5.0
65235e98a4156f2d2f3bd61f31d3dff3b4a7018fd8474d98b3ca226640be0ffe,2ffcfe5a1d12e33a4cdb391a28593f59e8bb8a1d21005ec51266a43c2ad1bde5,2.0,2.0
4a0f33ce06d01fc83b0e72e326556646837aadea2bae6086053cfcf23d5e970c,2ffcfe5a1d12e33a4cdb391a28593f59e8bb8a1d21005ec51266a43c2ad1bde5,1.0,1.0
982edbaf455afc42f1c1dc9308cbc2c15245716445ffd30264601beccc3d0ab5,2ffcfe5a1d12e33a4cdb391a28593f59e8bb8a1d21005ec51266a43c2ad1bde5,2.0,2.0
20525452eea1ffd76e49775063caa08227a82ade8097c66d2289b928cca5bd4d,2ffcfe5a1d12e33a4cdb391a28593f59e8bb8a1d21005ec51266a43c2ad1bde5,1.0,1.0
e67e049324929b6c74322e20a49a0274fdcc646b74e5c9681469bbd6bb755d92,2ffcfe5a1d12e33a4cdb391a28593f59e8bb8a1d21005ec51266a43c2ad1bde5,1.0,1.0
02550d11ed1fa52938e9ad56a80bdeecdeb60bd863bc034e7abdcc505a57218b,2ffcfe5a1d12e33a4cdb391a28593f59e8bb8a1d21005ec51266a43c2ad1bde5,2.0,2.0
49c009c62e3c4c5b720a0612887c67962b499ec43e3b582b224efe00ed3ab43d,2ffcfe5a1d12e33a4cdb391a28593f59e8bb8a1d21005ec51266a43c2ad1bde5,2.0,2.0
5e6d8435febc996920f19f34c791c35d2765eac0eab5008b4b9bc4021013fba8,2ffcfe5a1d12e33a4cdb391a28593f59e8bb8a1d21005ec51266a43c2ad1bde5,1.0,1.0
254dc1aac8eb85149831286e64625bfde5cc0a8d5829d52d7646a6ee729d42b8,2ffcfe5a1d12e33a4cdb391a28593f59e8bb8a1d21005ec51266a43c2ad1bde5,1.0,1.0
43493547807038bfb594a67dac7c5f49980d71437adcaf4b3ba7e9284d4cbea7,2ffcfe5a1d12e33a4cdb391a28593f59e8bb8a1d21005ec51266a43c2ad1bde5,1.0,1.0
3e8d4c3c7e14517d3f2f93e43f03f7a72318109e4890a5e7160792cf126f1622,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,6.0,6.0
5359de721605a74a407da7d2bd87bea802f83c49964864d114d6bfe2ef7e58d3,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,5.0,5.0
9546d207665f849e2fc237188ed61549c391f9d007bed6907b3582665f3f2dcc,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,6.0,6.0
d57991831b31afc5a8c92bd54ff2eacf272a27f468a44da540d57c07bc42e182,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,6.0,6.0
69d4fb863db3f994bab2f4d3cd1571f7ddde948d1472c8fdaa817c41d59a8705,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,7.0,7.0
ad69950970772206712390455f34ddd240f0b92fa52603bc55c4822a75f7b79a,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,8.0,8.0
b4f508cc9a361392c70c820d27c7948c7ae8c93dff0c293e18430a39cedbd4cc,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,7.0,7.0
92288a16a3546243cfe3fa0198cdb03b2b0feea557cb0423d64b872f9c8b041c,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,6.0,6.0
3bd026154cd0dc6f09b9f3f83d7ba403e4d4a3185c59257288183d356bdccb96,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,6.0,6.0
0cdb4a863d8a0bd85725f7342cd75fd220d362ad41edf348df41339b331a3ff0,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,6.0,6.0
377cd7cac0e4d28e03cdaf821ea5e8d3f0391aded052a4e18831b6527510420b,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,7.0,7.0
55a4bfc3f7c88477fcdc23193c2195206139d7d8b951ba8236c72939d72cdab2,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,2.0,2.0
f14e830a27a264664edb8fbe2809dac18c82066dc70652752f006bdba1d1822b,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,2.0,2.0
9763cf8a44a4410f5645b8fc1349fcad9f8fa048a480025b26ac9bef6c2e340c,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,2.0,2.0
fb6e94ddc903a893f993abfb9b478861705f09f73e43cc3634242223353594c8,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,2.0,2.0
1189cdb6afaa5f5674ab710640b65066322bee95dc14931aeefec010fd8861f2,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,4.0,4.0
0f0cfb3d3df47795644b9a6e4d817e126eedbaf86c57c3f335188552f5d88305,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,4.0,4.0
0413f9892f242cddf304f67974b9ee39736f00e0ecaeeeb2e932fc77c2ad0c49,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,4.0,4.0
6a0f5960543a3ef9b4c48bad11b026f7a607514023b7bf9f7377f96e5b40a279,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,4.0,4.0
8f860ced0f7613a2aca4e5f3a449adee74475dc9066e6273f9138b94968c9f06,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,3.0,3.0
65235e98a4156f2d2f3bd61f31d3dff3b4a7018fd8474d98b3ca226640be0ffe,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,1.0,1.0
4a0f33ce06d01fc83b0e72e326556646837aadea2bae6086053cfcf23d5e970c,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,1.0,1.0
982edbaf455afc42f1c1dc9308cbc2c15245716445ffd30264601beccc3d0ab5,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,1.0,1.0
20525452eea1ffd76e49775063caa08227a82ade8097c66d2289b928cca5bd4d,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,1.0,1.0
e67e049324929b6c74322e20a49a0274fdcc646b74e5c9681469bbd6bb755d92,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,2.0,2.0
02550d11ed1fa52938e9ad56a80bdeecdeb60bd863bc034e7abdcc505a57218b,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,1.0,1.0
49c009c62e3c4c5b720a0612887c67962b499ec43e3b582b224efe00ed3ab43d,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,1.0,1.0
5e6d8435febc996920f19f34c791c35d2765eac0eab5008b4b9bc4021013fba8,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,1.0,1.0
254dc1aac8eb85149831286e64625bfde5cc0a8d5829d52d7646a6ee729d42b8,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,1.0,1.0
43493547807038bfb594a67dac7c5f49980d71437adcaf4b3ba7e9284d4cbea7,be45a9a63af1b3dc9bc3bbc7e47ab98898a0fb7ec797c8d1fb084c8a6af27103,1.0,1.0
3e8d4c3c7e14517d3f2f93e43f03f7a72318109e4890a5e7160792cf126f1622,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,5.0,5.0
5359de721605a74a407da7d2bd87bea802f83c49964864d114d6bfe2ef7e58d3,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,5.0,5.0
9546d207665f849e2fc237188ed61549c391f9d007bed6907b3582665f3f2dcc,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,6.0,6.0
d57991831b31afc5a8c92bd54ff2eacf272a27f468a44da540d57c07bc42e182,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,5.0,5.0
69d4fb863db3f994bab2f4d3cd1571f7ddde948d1472c8fdaa817c41d59a8705,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,6.0,6.0
ad69950970772206712390455f34ddd240f0b92fa52603bc55c4822a75f7b79a,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,6.0,6.0
b4f508cc9a361392c70c820d27c7948c7ae8c93dff0c293e18430a39cedbd4cc,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,6.0,6.0
92288a16a3546243cfe3fa0198cdb03b2b0feea557cb0423d64b872f9c8b041c,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,6.0,6.0
3bd026154cd0dc6f09b9f3f83d7ba403e4d4a3185c59257288183d356bdccb96,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,6.0,6.0
0cdb4a863d8a0bd85725f7342cd75fd220d362ad41edf348df41339b331a3ff0,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,6.0,6.0
377cd7cac0e4d28e03cdaf821ea5e8d3f0391aded052a4e18831b6527510420b,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,6.0,6.0
55a4bfc3f7c88477fcdc23193c2195206139d7d8b951ba8236c72939d72cdab2,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,1.0,1.0
f14e830a27a264664edb8fbe2809dac18c82066dc70652752f006bdba1d1822b,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,1.0,1.0
9763cf8a44a4410f5645b8fc1349fcad9f8fa048a480025b26ac9bef6c2e340c,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,3.0,3.0
fb6e94ddc903a893f993abfb9b478861705f09f73e43cc3634242223353594c8,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,3.0,3.0
1189cdb6afaa5f5674ab710640b65066322bee95dc14931aeefec010fd8861f2,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,2.0,2.0
0f0cfb3d3df47795644b9a6e4d817e126eedbaf86c57c3f335188552f5d88305,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,5.0,5.0
0413f9892f242cddf304f67974b9ee39736f00e0ecaeeeb2e932fc77c2ad0c49,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,4.0,4.0
6a0f5960543a3ef9b4c48bad11b026f7a607514023b7bf9f7377f96e5b40a279,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,2.0,2.0
8f860ced0f7613a2aca4e5f3a449adee74475dc9066e6273f9138b94968c9f06,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,4.0,4.0
65235e98a4156f2d2f3bd61f31d3dff3b4a7018fd8474d98b3ca226640be0ffe,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,1.0,1.0
4a0f33ce06d01fc83b0e72e326556646837aadea2bae6086053cfcf23d5e970c,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,1.0,1.0
982edbaf455afc42f1c1dc9308cbc2c15245716445ffd30264601beccc3d0ab5,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,1.0,1.0
